python-dotenv could not parse statement starting at line 14
python-dotenv could not parse statement starting at line 14
== Cloudinary migration  ==
2026-04-28 19:34:21,451 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=3beaad4a-b169-45d8-89ef-589410cd11d0): General Error
2026-04-28 19:34:22,693 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=3beaad4a-b169-45d8-89ef-589410cd11d0): General Error
2026-04-28 19:34:24,405 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=3beaad4a-b169-45d8-89ef-589410cd11d0): General Error
FAILED:  [applications/7c0f1829-248d-45e3-b64f-d720e5d02a01/3beaad4a-b169-45d8-89ef-589410cd11d0] → HTTPException: 502: Storage upload failed
2026-04-28 19:34:26,743 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=84b4696d-1ac4-4e7f-a0d8-ff9adf9b1fcb): General Error
2026-04-28 19:34:27,932 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=84b4696d-1ac4-4e7f-a0d8-ff9adf9b1fcb): General Error
2026-04-28 19:34:29,685 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=84b4696d-1ac4-4e7f-a0d8-ff9adf9b1fcb): General Error
FAILED:  [applications/7c0f1829-248d-45e3-b64f-d720e5d02a01/84b4696d-1ac4-4e7f-a0d8-ff9adf9b1fcb] → HTTPException: 502: Storage upload failed
2026-04-28 19:34:31,915 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=bdb6b0ee-b80d-4a6b-8c7a-d95164a0f033): General Error
2026-04-28 19:34:33,003 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=bdb6b0ee-b80d-4a6b-8c7a-d95164a0f033): General Error
2026-04-28 19:34:34,998 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=bdb6b0ee-b80d-4a6b-8c7a-d95164a0f033): General Error
FAILED:  [applications/7c0f1829-248d-45e3-b64f-d720e5d02a01/bdb6b0ee-b80d-4a6b-8c7a-d95164a0f033] → HTTPException: 502: Storage upload failed
2026-04-28 19:34:37,306 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=436c8f10-64c8-4aa8-abcd-2a16c7dbbc21): General Error
2026-04-28 19:34:38,518 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=436c8f10-64c8-4aa8-abcd-2a16c7dbbc21): General Error
2026-04-28 19:34:40,478 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=436c8f10-64c8-4aa8-abcd-2a16c7dbbc21): General Error
FAILED:  [applications/7c0f1829-248d-45e3-b64f-d720e5d02a01/436c8f10-64c8-4aa8-abcd-2a16c7dbbc21] → HTTPException: 502: Storage upload failed
2026-04-28 19:34:42,801 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=75181891-4791-457f-be5f-cd8068a67d05): General Error
2026-04-28 19:34:44,035 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=75181891-4791-457f-be5f-cd8068a67d05): General Error
2026-04-28 19:34:46,150 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=75181891-4791-457f-be5f-cd8068a67d05): General Error
FAILED:  [applications/7c0f1829-248d-45e3-b64f-d720e5d02a01/75181891-4791-457f-be5f-cd8068a67d05] → HTTPException: 502: Storage upload failed
2026-04-28 19:34:48,401 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=db4e09ca-c6dc-44f2-ae80-bcde5612abf9): General Error
2026-04-28 19:34:49,630 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=db4e09ca-c6dc-44f2-ae80-bcde5612abf9): General Error
2026-04-28 19:34:51,335 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=db4e09ca-c6dc-44f2-ae80-bcde5612abf9): General Error
FAILED:  [applications/7c0f1829-248d-45e3-b64f-d720e5d02a01/db4e09ca-c6dc-44f2-ae80-bcde5612abf9] → HTTPException: 502: Storage upload failed
2026-04-28 19:34:53,581 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=538edb10-5bba-484e-805d-dcd704bc68d2): General Error
2026-04-28 19:34:54,789 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=538edb10-5bba-484e-805d-dcd704bc68d2): General Error
2026-04-28 19:34:56,458 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=538edb10-5bba-484e-805d-dcd704bc68d2): General Error
FAILED:  [applications/7c0f1829-248d-45e3-b64f-d720e5d02a01/538edb10-5bba-484e-805d-dcd704bc68d2] → HTTPException: 502: Storage upload failed
2026-04-28 19:34:58,828 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=1a32cffe-081a-49f0-bb6b-2a3be989392d): General Error
2026-04-28 19:34:59,970 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=1a32cffe-081a-49f0-bb6b-2a3be989392d): General Error
2026-04-28 19:35:01,643 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=1a32cffe-081a-49f0-bb6b-2a3be989392d): General Error
FAILED:  [applications/7c0f1829-248d-45e3-b64f-d720e5d02a01/1a32cffe-081a-49f0-bb6b-2a3be989392d] → HTTPException: 502: Storage upload failed
2026-04-28 19:35:03,905 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=2cf5865f-fbb2-404b-b30b-b33a03fee8aa): General Error
2026-04-28 19:35:05,091 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=2cf5865f-fbb2-404b-b30b-b33a03fee8aa): General Error
2026-04-28 19:35:06,787 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=2cf5865f-fbb2-404b-b30b-b33a03fee8aa): General Error
FAILED:  [applications/7c0f1829-248d-45e3-b64f-d720e5d02a01/2cf5865f-fbb2-404b-b30b-b33a03fee8aa] → HTTPException: 502: Storage upload failed
2026-04-28 19:35:09,028 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=f7057f74-71fa-409c-973a-2a00667ee10e): General Error
2026-04-28 19:35:10,153 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=f7057f74-71fa-409c-973a-2a00667ee10e): General Error
2026-04-28 19:35:11,933 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=f7057f74-71fa-409c-973a-2a00667ee10e): General Error
FAILED:  [applications/7c0f1829-248d-45e3-b64f-d720e5d02a01/f7057f74-71fa-409c-973a-2a00667ee10e] → HTTPException: 502: Storage upload failed
2026-04-28 19:35:14,294 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=30f0cb3f-b955-4cb6-bbf7-1d455b4b0d86): General Error
2026-04-28 19:35:15,467 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=30f0cb3f-b955-4cb6-bbf7-1d455b4b0d86): General Error
2026-04-28 19:35:17,290 - ERROR - Cloudinary upload failed (folder=talentgram/applications/7c0f1829-248d-45e3-b64f-d720e5d02a01 pid=30f0cb3f-b955-4cb6-bbf7-1d455b4b0d86): General Error
FAILED:  [applications/7c0f1829-248d-45e3-b64f-d720e5d02a01/30f0cb3f-b955-4cb6-bbf7-1d455b4b0d86] → HTTPException: 502: Storage upload failed
2026-04-28 19:35:19,654 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=a916c7a5-1129-48c1-b39c-e57286d95e56): General Error
2026-04-28 19:35:20,715 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=a916c7a5-1129-48c1-b39c-e57286d95e56): General Error
2026-04-28 19:35:22,499 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=a916c7a5-1129-48c1-b39c-e57286d95e56): General Error
FAILED:  [applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a/a916c7a5-1129-48c1-b39c-e57286d95e56] → HTTPException: 502: Storage upload failed
2026-04-28 19:35:24,839 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=d19c23b7-11fc-4539-8eae-2551312ec9e5): General Error
2026-04-28 19:35:25,897 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=d19c23b7-11fc-4539-8eae-2551312ec9e5): General Error
2026-04-28 19:35:27,602 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=d19c23b7-11fc-4539-8eae-2551312ec9e5): General Error
FAILED:  [applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a/d19c23b7-11fc-4539-8eae-2551312ec9e5] → HTTPException: 502: Storage upload failed
2026-04-28 19:35:29,895 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=615e04d2-087f-4190-8bfa-f99d8d800846): General Error
2026-04-28 19:35:30,896 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=615e04d2-087f-4190-8bfa-f99d8d800846): General Error
2026-04-28 19:35:32,592 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=615e04d2-087f-4190-8bfa-f99d8d800846): General Error
FAILED:  [applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a/615e04d2-087f-4190-8bfa-f99d8d800846] → HTTPException: 502: Storage upload failed
2026-04-28 19:35:34,885 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=c512e7f7-3272-433a-bb60-9a2c09885207): General Error
2026-04-28 19:35:38,079 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=c512e7f7-3272-433a-bb60-9a2c09885207): General Error
2026-04-28 19:35:39,935 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=c512e7f7-3272-433a-bb60-9a2c09885207): General Error
FAILED:  [applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a/c512e7f7-3272-433a-bb60-9a2c09885207] → HTTPException: 502: Storage upload failed
2026-04-28 19:35:42,291 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=58d9e0b6-8acd-42e6-8545-165217faca5f): General Error
2026-04-28 19:35:43,383 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=58d9e0b6-8acd-42e6-8545-165217faca5f): General Error
2026-04-28 19:35:45,070 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=58d9e0b6-8acd-42e6-8545-165217faca5f): General Error
FAILED:  [applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a/58d9e0b6-8acd-42e6-8545-165217faca5f] → HTTPException: 502: Storage upload failed
2026-04-28 19:35:47,330 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=b6b8b63f-094c-4551-8bb3-8ac1b4681a59): General Error
2026-04-28 19:35:48,744 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=b6b8b63f-094c-4551-8bb3-8ac1b4681a59): General Error
2026-04-28 19:35:50,557 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=b6b8b63f-094c-4551-8bb3-8ac1b4681a59): General Error
FAILED:  [applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a/b6b8b63f-094c-4551-8bb3-8ac1b4681a59] → HTTPException: 502: Storage upload failed
2026-04-28 19:35:52,978 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=cf448971-e719-4c9a-8936-b21b03c522be): General Error
2026-04-28 19:35:54,048 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=cf448971-e719-4c9a-8936-b21b03c522be): General Error
2026-04-28 19:35:56,158 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=cf448971-e719-4c9a-8936-b21b03c522be): General Error
FAILED:  [applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a/cf448971-e719-4c9a-8936-b21b03c522be] → HTTPException: 502: Storage upload failed
2026-04-28 19:35:58,357 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=859e28d1-e454-463f-a020-8b221086c421): General Error
2026-04-28 19:36:00,885 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=859e28d1-e454-463f-a020-8b221086c421): General Error
2026-04-28 19:36:02,601 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=859e28d1-e454-463f-a020-8b221086c421): General Error
FAILED:  [applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a/859e28d1-e454-463f-a020-8b221086c421] → HTTPException: 502: Storage upload failed
2026-04-28 19:36:04,986 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=3351d6a4-011d-4fc7-86dc-fd69c3dc11d9): General Error
2026-04-28 19:36:06,214 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=3351d6a4-011d-4fc7-86dc-fd69c3dc11d9): General Error
2026-04-28 19:36:07,965 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=3351d6a4-011d-4fc7-86dc-fd69c3dc11d9): General Error
FAILED:  [applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a/3351d6a4-011d-4fc7-86dc-fd69c3dc11d9] → HTTPException: 502: Storage upload failed
2026-04-28 19:36:10,300 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=13e203db-109f-4d27-a906-6537dfda500d): General Error
2026-04-28 19:36:11,473 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=13e203db-109f-4d27-a906-6537dfda500d): General Error
2026-04-28 19:36:13,315 - ERROR - Cloudinary upload failed (folder=talentgram/applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a pid=13e203db-109f-4d27-a906-6537dfda500d): General Error
FAILED:  [applications/6e2eaf06-ab2c-457d-9074-dec0689b3b0a/13e203db-109f-4d27-a906-6537dfda500d] → HTTPException: 502: Storage upload failed
2026-04-28 19:36:15,570 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=6f3a560c-bc27-487e-b596-c455d65aaef9): General Error
2026-04-28 19:36:16,628 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=6f3a560c-bc27-487e-b596-c455d65aaef9): General Error
2026-04-28 19:36:18,269 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=6f3a560c-bc27-487e-b596-c455d65aaef9): General Error
FAILED:  [applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf/6f3a560c-bc27-487e-b596-c455d65aaef9] → HTTPException: 502: Storage upload failed
2026-04-28 19:36:20,488 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=d45294e8-5382-42ff-bab0-799786890dfc): General Error
2026-04-28 19:36:22,042 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=d45294e8-5382-42ff-bab0-799786890dfc): General Error
2026-04-28 19:36:23,760 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=d45294e8-5382-42ff-bab0-799786890dfc): General Error
FAILED:  [applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf/d45294e8-5382-42ff-bab0-799786890dfc] → HTTPException: 502: Storage upload failed
2026-04-28 19:36:26,082 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=d3056fe8-7a92-4e78-83cc-047c865461f9): General Error
2026-04-28 19:36:27,131 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=d3056fe8-7a92-4e78-83cc-047c865461f9): General Error
2026-04-28 19:36:28,919 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=d3056fe8-7a92-4e78-83cc-047c865461f9): General Error
FAILED:  [applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf/d3056fe8-7a92-4e78-83cc-047c865461f9] → HTTPException: 502: Storage upload failed
2026-04-28 19:36:31,196 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=2bc66b6f-ce28-4bca-affd-37f8bde10780): General Error
2026-04-28 19:36:32,255 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=2bc66b6f-ce28-4bca-affd-37f8bde10780): General Error
2026-04-28 19:36:33,883 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=2bc66b6f-ce28-4bca-affd-37f8bde10780): General Error
FAILED:  [applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf/2bc66b6f-ce28-4bca-affd-37f8bde10780] → HTTPException: 502: Storage upload failed
2026-04-28 19:36:36,394 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=0e0d51ae-e5e5-49ac-90c3-4f147f253192): General Error
2026-04-28 19:36:37,522 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=0e0d51ae-e5e5-49ac-90c3-4f147f253192): General Error
2026-04-28 19:36:39,156 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=0e0d51ae-e5e5-49ac-90c3-4f147f253192): General Error
FAILED:  [applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf/0e0d51ae-e5e5-49ac-90c3-4f147f253192] → HTTPException: 502: Storage upload failed
2026-04-28 19:36:41,594 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=39f62cde-c584-4a01-b961-ff02e20599f2): General Error
2026-04-28 19:36:42,786 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=39f62cde-c584-4a01-b961-ff02e20599f2): General Error
2026-04-28 19:36:45,509 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=39f62cde-c584-4a01-b961-ff02e20599f2): General Error
FAILED:  [applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf/39f62cde-c584-4a01-b961-ff02e20599f2] → HTTPException: 502: Storage upload failed
2026-04-28 19:36:47,760 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=c1ee0317-43cf-4d0e-a400-9a3ecebd4ba4): General Error
2026-04-28 19:36:48,828 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=c1ee0317-43cf-4d0e-a400-9a3ecebd4ba4): General Error
2026-04-28 19:36:50,599 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=c1ee0317-43cf-4d0e-a400-9a3ecebd4ba4): General Error
FAILED:  [applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf/c1ee0317-43cf-4d0e-a400-9a3ecebd4ba4] → HTTPException: 502: Storage upload failed
2026-04-28 19:36:52,954 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=d37ed385-4ace-453c-a9ea-963559d7ee27): General Error
2026-04-28 19:36:54,072 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=d37ed385-4ace-453c-a9ea-963559d7ee27): General Error
2026-04-28 19:36:55,806 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=d37ed385-4ace-453c-a9ea-963559d7ee27): General Error
FAILED:  [applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf/d37ed385-4ace-453c-a9ea-963559d7ee27] → HTTPException: 502: Storage upload failed
2026-04-28 19:36:58,201 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=51632753-959a-443a-8d0a-4c40de5d80d5): General Error
2026-04-28 19:36:59,313 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=51632753-959a-443a-8d0a-4c40de5d80d5): General Error
2026-04-28 19:37:01,047 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=51632753-959a-443a-8d0a-4c40de5d80d5): General Error
FAILED:  [applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf/51632753-959a-443a-8d0a-4c40de5d80d5] → HTTPException: 502: Storage upload failed
2026-04-28 19:37:03,463 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=ca209790-75b2-4abb-9509-7434b2f5bcc8): General Error
2026-04-28 19:37:04,527 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=ca209790-75b2-4abb-9509-7434b2f5bcc8): General Error
2026-04-28 19:37:06,341 - ERROR - Cloudinary upload failed (folder=talentgram/applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf pid=ca209790-75b2-4abb-9509-7434b2f5bcc8): General Error
FAILED:  [applications/3b0da179-6a92-44fe-8f2c-27fe00d38adf/ca209790-75b2-4abb-9509-7434b2f5bcc8] → HTTPException: 502: Storage upload failed
2026-04-28 19:37:08,605 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=039d114e-1369-4e18-9af7-8e8333cde07f): General Error
2026-04-28 19:37:09,795 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=039d114e-1369-4e18-9af7-8e8333cde07f): General Error
2026-04-28 19:37:11,493 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=039d114e-1369-4e18-9af7-8e8333cde07f): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/039d114e-1369-4e18-9af7-8e8333cde07f] → HTTPException: 502: Storage upload failed
2026-04-28 19:37:14,525 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=27db580b-04df-42cd-a50a-4e738d259007): General Error
2026-04-28 19:37:15,627 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=27db580b-04df-42cd-a50a-4e738d259007): General Error
2026-04-28 19:37:17,407 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=27db580b-04df-42cd-a50a-4e738d259007): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/27db580b-04df-42cd-a50a-4e738d259007] → HTTPException: 502: Storage upload failed
2026-04-28 19:37:19,780 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=a7a754d0-c80d-4808-a3dd-53d2f29a681d): General Error
2026-04-28 19:37:20,984 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=a7a754d0-c80d-4808-a3dd-53d2f29a681d): General Error
2026-04-28 19:37:22,701 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=a7a754d0-c80d-4808-a3dd-53d2f29a681d): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/a7a754d0-c80d-4808-a3dd-53d2f29a681d] → HTTPException: 502: Storage upload failed
2026-04-28 19:37:24,941 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=5bc87771-456c-4810-96a3-b12935055194): General Error
2026-04-28 19:37:26,043 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=5bc87771-456c-4810-96a3-b12935055194): General Error
2026-04-28 19:37:27,711 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=5bc87771-456c-4810-96a3-b12935055194): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/5bc87771-456c-4810-96a3-b12935055194] → HTTPException: 502: Storage upload failed
2026-04-28 19:37:30,059 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=1a093bb5-380a-449a-a460-c8bb128a90f5): General Error
